tconst,primaryTitle,title,region,actor1,actor2,actor3,actor4,actor5,actress1,actress2,actress3,actress4,actress5,director1,director2,writer1,writer2,writer3,originalTitle,genre1,genre2,genre3,original_title,original_language,overview,origin_country,poster_path,tmdb_id
tt0120694,Halloween H20: 20 Years Later,"Halloween, 20 ans après",FR,Adam Arkin,,,,,Jamie Lee Curtis,Michelle Williams,,,,Steve Miner,,Debra Hill,John Carpenter,Robert Zappia,Halloween H20: 20 Years Later,Horror,Thriller,,Halloween H20: 20 Years Later,en,"Vingt ans ont passé depuis le drame de Halloween, La Nuit des masques. Laurie Strode tente péniblement d'oublier le passé. Devenue directrice du college privé d'une petite ville, elle mène une vie tranquille auprès de son fils de dix-sept ans et de son compagnon. Pourtant Mike Myers continue à hanter ses nuits. A la veille d'Halloween, elle se dispute violemment avec son fils qui veut participer à la fête. Finalement elle le convainc de rester au collège et de fêter Halloween en petit comité. Tout ce petit monde ignore que Mike Myers a recommencé à assassiner.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/y98PqxQIEODdTXifVe2qZVIVbZS.jpg,11675.0
tt0183523,Mission to Mars,Mission to Mars,FR,Gary Sinise,Don Cheadle,,,,Connie Nielsen,,,,,Brian De Palma,,Lowell Cannon,Jim Thomas,John Thomas,Mission to Mars,Adventure,Sci-Fi,Thriller,Mission to Mars,en,"Mark Watney et ses coéquipiers sont envoyés en mission sur Mars. Une tempête met à mal leur expédition. Les astronautes doivent quitter en urgence la planète rouge, laissant derrière eux Mark, qu’ils croient mort. Watney finit par se réveiller et, décidé à survivre, il tente de communiquer avec la NASA. Refusant de perdre espoir et, dans l’attente d’un éventuel sauvetage, il met à profit toutes ses connaissances en agronomie pour faire pousser de quoi se nourrir. En dépit des difficultés, il y parvient. Son message est finalement reçu par la NASA. Se sentant coupable de l’avoir laissé seul, son équipage se lance dans une mission de secours…",,https://image.tmdb.org/t/p/w600_and_h900_bestv2/tnwt2Sqczcf0CkKJ76ipEfG017e.jpg,2067.0
tt0811080,Speed Racer,Speed Racer,FR,Matthew Fox,Nicholas Elia,,,,Christina Ricci,,,,,Lana Wachowski,Lilly Wachowski,Tatsuo Yoshida,,,Speed Racer,Action,Adventure,Comedy,Speed Racer,en,"Les aventures de Speed, jeune pilote en quête de gloire à bord de son rugissant Mach 5. Le film suit aussi les parcours d'autres personnages bien connus des fans comme tous les membres de la famille de Speed mais aussi son mystérieux rival Racer X.",DE,https://image.tmdb.org/t/p/w600_and_h900_bestv2/hpCPT2V1UjBSOqxbTrPGsYLDRgC.jpg,7459.0
tt1352824,Chloe,Chloé,FR,Max Thieriot,,,,,Julianne Moore,Amanda Seyfried,,,,Atom Egoyan,,Erin Cressida Wilson,Anne Fontaine,,Chloe,Drama,Mystery,Romance,Chloe,en,"Catherine Stewart, une gynécologue, a des doutes sur la fidélité de son mari David Stewart. Elle décide d’embaucher Chloé Sweeney une escort-girl pour qu’elle séduise son mari afin de vérifier ses suspicions. Mais Catherine tombe dans son propre piège et succombe aux charmes de Chloé.",,https://image.tmdb.org/t/p/w600_and_h900_bestv2/hGumxoKy31rbRDC8coU2MnQeBXf.jpg,28211.0
tt4540710,Miss Sloane,Miss Sloane,FR,Michael Stuhlbarg,,,,,Jessica Chastain,Gugu Mbatha-Raw,,,,John Madden,,Jonathan Perera,,,Miss Sloane,Drama,,,Miss Sloane,en,"Elizabeth Sloane est une lobbyiste impitoyable réputée pour son talent hors pair, prête à tout pour gagner. Ses bras de fer avec les plus hautes instances du Congrès américain lèveront peu à peu le voile sur les véritables règles du jeu en vigueur à Washington.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/cBihI90XaXiWEB9bFJeTC73BlWF.jpg,376290.0
tt1149362,The White Ribbon,Le ruban blanc,FR,Ernst Jacobi,Ulrich Tukur,,,,Leonie Benesch,,,,,Michael Haneke,,,,,Das weiße Band - Eine deutsche Kindergeschichte,Drama,History,Mystery,Das weisse Band - Eine deutsche Kindergeschichte,de,"Un village protestant de l'Allemagne du Nord à la veille de la Première Guerre mondiale (1913/1914). L'histoire d'enfants et d'adolescents d'une chorale dirigée par l'instituteur du village et celle de leurs familles : le baron, le régisseur du domaine, le pasteur, le médecin, la sage-femme, les paysans... D'étranges accidents surviennent et prennent peu à peu le caractère d'un rituel punitif. Qui se cache derrière tout cela ?",IT,https://image.tmdb.org/t/p/w600_and_h900_bestv2/Yw33hOAZz8BKGOXoApZQ49Mcok.jpg,37903.0
tt0113071,First Knight,Lancelot : Le Premier Chevalier,FR,Richard Gere,Ben Cross,,,,Julia Ormond,,,,,Jerry Zucker,,Lorne Cameron,David Hoselton,William Nicholson,First Knight,Action,Adventure,Drama,First Knight,en,"Le valeureux guerrier Lancelot sauve la belle Guenièvre d'une embuscade. Dès cette première rencontre, les deux jeunes gens tombent éperdument amoureux l'un de l'autre. Mais Guenièvre, héritière du royaume de Léonesse, doit épouser le roi Arthur afin de protéger son peuple des attaques du terrible prince Méléagant et de son armée. De son côté, Lancelot jure fidélité au célèbre roi et devient chevalier de la Table Ronde.",,https://image.tmdb.org/t/p/w600_and_h900_bestv2/gfqUuyPfxGcC8wLtxUGXmavGW0l.jpg,6520.0
tt0861689,Blindness,Blindness,FR,Gael García Bernal,Yûsuke Iseya,,,,Julianne Moore,,,,,Fernando Meirelles,,José Saramago,Don McKellar,,Blindness,Drama,Mystery,Sci-Fi,Blindness,en,"Le pays est frappé par une épidémie de cécité qui se propage à une vitesse fulgurante. Les premiers contaminés sont mis en quarantaine dans un hôpital désaffecté où ils sont rapidement livrés à eux-mêmes, privés de tout repère. Ils devront faire face au besoin primitif de chacun : la volonté de survivre à n'importe quel prix. Seule une femme n'a pas été touchée par la "" blancheur lumineuse "". Elle va les guider pour échapper aux instincts les plus vils et leur faire reprendre espoir en la condition humaine.",CA,https://image.tmdb.org/t/p/w600_and_h900_bestv2/gf6g9ck7QG7UGdJuXo7cbEfzS53.jpg,8338.0
tt2359024,Blue Ruin,Blue Ruin,FR,Devin Ratray,Kevin Kolack,,,,Amy Hargreaves,,,,,Jeremy Saulnier,,,,,Blue Ruin,Crime,Drama,Thriller,Blue Ruin,en,"Dwight Evans vit en marge de la société, au bord d’une plage, dans la carcasse de sa vieille Pontiac Bonneville. Lorsqu’un meurtrier est remis en liberté, son passé trouble refait surface. Il va alors se mettre en chasse pour assouvir sa soif de vengeance qu’il couve depuis déjà trop longtemps. Dwight et ses proches vont être pris dans une spirale de violence à l’issue incertaine. L’heure du règlement de comptes a sonné…",FR,https://image.tmdb.org/t/p/w600_and_h900_bestv2/b4C95tG1Kn7Uy5jNu6jj4kXlKDu.jpg,188166.0
tt0107943,The Remains of the Day,Les vestiges du jour,FR,John Haycraft,Christopher Reeve,,,,Emma Thompson,,,,,James Ivory,,Kazuo Ishiguro,Ruth Prawer Jhabvala,,The Remains of the Day,Drama,Romance,,The Remains of the Day,en,"Un Américain, Lewis, vient d'acheter la riche et vaste demeure de Darlington Hall. À peine installé, il prie James Stevens, majordome dans la maison depuis plus de 30 ans, de prendre des vacances. Stevens décide d'en profiter pour rendre visite à madame Benn, qu'il connut et aima sans jamais le lui avouer, lorsqu'elle n'était encore que miss Sarah Kenton et œuvrait comme gouvernante à Darlington Hall. Pendant le trajet, Stevens se souvient. Il revoit son maître, lord Darlington, un inépuisable partisan du rapprochement entre l'Allemagne nazie et l'Angleterre, éprouvant encore l'espèce de fidélité qui le liait à cet homme controversé…",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/74by6zzrrfr817p1CLkvJKZtQRJ.jpg,1245.0
tt1323045,Frozen,Frozen,FR,Kevin Zegers,Ed Ackerman,,,,Emma Bell,,,,,Adam Green,,,,,Frozen,Adventure,Drama,Thriller,Frozen,en,Trois skieurs sont bloqués sur un télésiège...,US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/9RUF2GfgvD4m4RoNxEXZchQ14p9.jpg,44363.0
tt4468740,Paddington 2,Paddington 2,FR,Hugh Grant,Hugh Bonneville,,,,Sally Hawkins,,,,,Paul King,,Will Smith,Simon Farnaby,Michael Bond,Paddington 2,Adventure,Comedy,Family,Paddington 2,en,"Installé dans sa nouvelle famille à Londres. Paddington est devenu un membre populaire de la communauté locale. A la recherche du cadeau parfait pour le 100e anniversaire de sa chère Tante Lucy, Paddington tombe sur un livre animé exceptionnel. Il se met à multiplier les petits boulots dans le but de pouvoir l’acheter. Mais quand le livre est soudain volé, Paddington et la famille Brown vont devoir se lancer à la recherche du voleur…",GB,https://image.tmdb.org/t/p/w600_and_h900_bestv2/1OJ9vkD5xPt3skC6KguyXAgagRZ.jpg,346648.0
tt1586265,What to Expect When You're Expecting,Ce qui vous attend si vous attendez un enfant,FR,J. Todd Smith,Dennis Quaid,,,,Cameron Diaz,,,,,Kirk Jones,,Shauna Cross,Heather Hach,Heidi Murkoff,What to Expect When You're Expecting,Comedy,Drama,Romance,What to Expect When You're Expecting,en,"Fous de joie à l’idée de fonder une famille, Jules, séduisante icône du fitness à la télé, et Evan, star d’une émission de danse, réalisent que leur vie sous les projecteurs n’a aucune chance de résister aux exigences inattendues qui accompagnent une grossesse. Wendy, auteur à succès, folle de bébés, se retrouve pour la première fois dans la peau des futures mamans auxquelles elle prodigue ses conseils et découvre les surprenants effets physiques engendrés par les hormones de la grossesse. Son mari, Gary, essaie de ne pas se faire humilier par son père, doté d’un esprit de compétition affûté, dont la très jeune femme trophée, Skyler, attend des jumeaux. Holly, photographe, se prépare à parcourir le monde pour adopter un enfant, mais son mari Alex ne se sent pas prêt et tente de contenir sa panique avec l’aide d’un groupe de jeunes pères solidaires qui lui parlent avec franchise de la paternité.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/u0T7A7a7jp5CfDK3h3VdLKMwWEK.jpg,76494.0
tt0401711,"Paris, je t'aime","Paris, je t'aime",FR,,,,,,Juliette Binoche,Leonor Watling,Ludivine Sagnier,Fanny Ardant,,Joel Coen,Olivier Assayas,,,,"Paris, je t'aime",Comedy,Drama,Romance,"Paris, je t'aime",fr,"Génération AMOUR...Au fil des quartiers, des histoires d’amour passager, voilé, mimé, vampirisé, malmené ou révélé...Un Pari(s) moderne émouvant et drôle, un film plein de vie(s) sur le thème de l’Amour.",,https://image.tmdb.org/t/p/w600_and_h900_bestv2/w2ymaGlJqgNHjexYQ6h0ByoGzw8.jpg,2266.0
tt1245112,[Rec]²,[Rec]²,FR,Óscar Zafra,Ariel Casas,,,,Manuela Velasco,,,,,Jaume Balagueró,Paco Plaza,Manu Díaz,Amèlia Mora,,[Rec]²,Horror,Thriller,,[REC]²,es,"Les autorités viennent de perdre le contact avec les occupants de l'immeuble mis en quarantaine. Personne ne sait vraiment ce qui se passe à l'intérieur. Dehors, le chaos règne...La brigade d'intervention spéciale, équipée de plusieurs caméras et envoyée sur place pour analyser la situation, va devoir affronter une menace bien réelle...",ES,https://image.tmdb.org/t/p/w600_and_h900_bestv2/tLbvHitO5jFBRhrTYSFcJQaByX9.jpg,10664.0
tt9784798,Judas and the Black Messiah,Judas and the Black Messiah,FR,LaKeith Stanfield,Jesse Plemons,,,,Dominique Fishback,,,,,Shaka King,,Will Berson,Kenneth Lucas,Keith Lucas,Judas and the Black Messiah,Biography,Drama,History,Judas and the Black Messiah,en,"A la fin des années 1960, William O'Neal est arrêté pour vol. Un agent du FBI lui propose de l'amnistier s'il accepte de travailler comme informateur. On le charge ainsi d'infiltrer le Black Panther Party et de se rapprocher du leader du mouvement dans l'Illinois, le charismatique Fred Hampton.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/yZsyE75Oa6JZD5jyPi5RdQai0t6.jpg,583406.0
tt0420294,The Texas Chainsaw Massacre: The Beginning,Massacre à la tronçonneuse: Le commencement,FR,Taylor Handley,,,,,Jordana Brewster,Diora Baird,,,,Jonathan Liebesman,,Sheldon Turner,David J. Schow,,The Texas Chainsaw Massacre: The Beginning,Horror,Thriller,,The Texas Chainsaw Massacre: The Beginning,en,"1969. Dean a été tiré au sort pour partir se battre au Vietnam et son frère aîné Eric, tout juste rentré du front, est prêt à y retourner pour le protéger. Avant l’échéance fatidique, les deux frères et leurs petites amies, Bailey et Chrissie, se retrouvent pour une petite virée, bien décidés à prendre du bon temps. Mais, suite à un accident de voiture sur une route déserte du Texas, leur vie va basculer dans l’horreur la plus totale…",,https://image.tmdb.org/t/p/w600_and_h900_bestv2/e7FR8slMSUyRCKwAGBVBz4A6yGR.jpg,10781.0
tt6977338,Good Boys,Good Boys,FR,Keith L. Williams,Brady Noon,,,,Molly Gordon,,,,,Gene Stupnitsky,,Lee Eisenberg,,,Good Boys,Adventure,Comedy,,Good Boys,en,Quatre jeunes tiraillés entre leur innocente enfance et la corruption lubrique de l'adolescence s'embarquent dans une quête pour remplacer un drone brisé avant que leurs parents ne rentrent à la maison.,US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/AteSJ4ezNi76PL0m3LZzmBROEQD.jpg,521777.0
tt0329575,Seabiscuit,Pur sang: la légende de Seabiscuit,FR,Jeff Bridges,Chris Cooper,,,,Elizabeth Banks,,,,,Gary Ross,,Laura Hillenbrand,,,Seabiscuit,Drama,History,Sport,Seabiscuit,en,"En 1936, alors que l'Amérique ressent encore les effets de la Grande Dépression, Charles Howard, un vendeur de bicyclettes qui a fait fortune, achète un étalon hargneux, aigri et sauvage, laissé pour compte. Il le confie à un entraîneur quasi mutique et à un jockey borgne, une étoile déchue. Ce trio insolite va métamorphoser le tocard Seabiscuit en un fabuleux champion. Des centaines de milliers d'Américains vont suivre passionnément ses victoires. Les champs de courses sont envahis, la radio retransmet en direct les grands prix, les journaux en font leur une. Seabiscuit devient l'une des plus fascinantes icônes de l 'histoire américaine. Il n'est plus seulement un cheval de légende mais incarne également, au cœur de la tourmente économique, la revanche de tous ceux qui ne devaient pas gagner.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/jsXmZRyjDNHj18C76TgnJKGsD9O.jpg,4464.0
tt0090859,Cobra,Cobra,FR,Reni Santoni,Andrew Robinson,,,,Brigitte Nielsen,,,,,George P. Cosmatos,,Paula Gosling,,,Cobra,Action,Crime,Thriller,Cobra,en,"Depuis plusieurs mois, une mystérieuse série d’assassinats d’une sauvagerie sans précédent est commise dans la ville. La police à bout de ressources fait appel au lieutenant Marion Cobretti, dit Cobra, un flic de choc qui vient de mettre fin à une prise d’otages dans un supermarché…",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/3yg2PalQpGQOROAO4iiQtKg1Dpt.jpg,9874.0
tt0066026,MASH,M*A*S*H,FR,Elliott Gould,Tom Skerritt,,,,Sally Kellerman,,,,,Robert Altman,,Richard Hooker,Ring Lardner Jr.,,M*A*S*H,Comedy,Drama,War,M*A*S*H,en,"Pendant la guerre de Corée, Hawkeye Pierce, Trapper John Mc Intyre et Duke Forrest rejoignent la 4077 ème antenne chirurgicale militaire. Ces chirurgiens de valeur vont se consacrer à leur métier et à leur passion pour les femmes, en l'occurrence les infirmières. L'horreur, la bouffonnerie et l'acidité du propos vont de pair avec une authenticité quasi documentaire de certaines scènes.",,https://image.tmdb.org/t/p/w600_and_h900_bestv2/Q8zeMBVaMEKw0QneN2Wl2x3mKz.jpg,651.0
tt4532826,Robin Hood,Robin des Bois,FR,Jamie Foxx,Ben Mendelsohn,,,,Eve Hewson,,,,,Otto Bathurst,,Ben Chandler,David James Kelly,,Robin Hood,Action,Adventure,Drama,Robin Hood,en,"Récit des débuts de Robin des Bois et de la formation du gang de Sherwood. Robin de Loxley, combattant aguerri revenu des croisades, et un chef maure prennent la tête d’une audacieuse révolte contre la corruption des institutions.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/2RVpVW8zq175SrcxDNn8PWFWmR4.jpg,375588.0
tt6921996,Johnny English Strikes Again,Johnny English contre-attaque,FR,Ben Miller,,,,,Olga Kurylenko,Emma Thompson,,,,David Kerr,,William Davies,,,Johnny English Strikes Again,Action,Adventure,Comedy,Johnny English Strikes Again,en,"Une cyberattaque révèle l’identité de tous les agents britanniques sous couverture. Johnny English devient alors le dernier espoir des services secrets. Rappelé de sa retraite, il plonge tête la première dans sa mission : découvrir qui est le génie du piratage qui se cache derrière ces attaques. Avec ses méthodes obsolètes Johnny English doit relever les défis de la technologie moderne pour assurer la réussite de sa mission.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/lkYOD4vYsuhRKQ8grKjUY9acWdF.jpg,463272.0
tt3850590,Krampus,Krampus,FR,David Koechner,,,,,Toni Collette,Allison Tolman,,,,Michael Dougherty,,Todd Casey,Zach Shields,,Krampus,Comedy,Drama,Fantasy,Krampus,en,"Quand Max voit sa famille peu exemplaire se disputer à l'approche de Noël, le garçon décide d'ignorer la célébration, sans se rendre compte que ce manquement à la tradition va provoquer les foudres de Krampus, un démon ancestral bien décidé à punir les réfractaires. La situation tourne en enfer quand les figures de Noël prennent monstrueusement vie, lançant l'assaut sur la maison de Max et forçant les membres de sa famille à s'entraider s'ils espèrent sauver leur peau.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/eefEFpgdaGH9udEm3hefnbXQnsh.jpg,287903.0
tt0374536,Bewitched,Ma sorcière bien-aimée,FR,Michael Caine,,,,,Nicole Kidman,Shirley MacLaine,,,,Nora Ephron,,Delia Ephron,Sol Saks,,Bewitched,Comedy,Fantasy,Romance,Bewitched,en,"Isabel, sublime sorcière déterminée à vivre sans sorcellerie, part à Hollywood afin de trouver l'amour parmi les mortels. Là-bas, elle rencontre Jack, un acteur qui la persuade de jouer à ses côtés dans le remake de la célèbre série Ma sorcière bien aimée. Nos deux héros vont tomber amoureux, et provoquer malgré eux une collision entre leurs deux univers.",,https://image.tmdb.org/t/p/w600_and_h900_bestv2/bmKy59AheVAVdfhib1siwmwj6hU.jpg,9722.0
